strategy,query,hit,latency_ms,retrieved_count,hallucinated
A,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,True,150.14100000007602,5,False
A,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,True,31.300832999932027,5,False
A,Was LUBECK busy in March 2022 based on arrivals and dwell?,False,36.47491700030514,0,False
A,Show anomaly-flagged events near GDANSK in February 2021.,False,27.94416699998692,0,False
A,What happened at SEGOT on 2021-02-03 in terms of vessel arrivals?,False,22.938499999781925,0,False
A,List AIS incident-like position jumps for MMSI events around 2021-01-01.,True,46.2854590000461,5,False
A,Give a port-day summary for LVVNT on 2021-01-02.,False,10.573540999757824,0,False
A,Were there unusual dwell-time outliers at LVVNT during January 2021?,False,10.45783300014591,5,False
A,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,True,28.927667000061774,5,False
A,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,False,32.20008299967958,5,False
A,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,True,41.872709000017494,5,False
A,Show representative tanker-related events for LVVNT around 2021-01-03.,True,11.391209000066738,2,False
B,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,False,37.29120900015914,0,False
B,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,True,6.891208000070037,1,False
B,Was LUBECK busy in March 2022 based on arrivals and dwell?,False,6.4680000000407745,0,False
B,Show anomaly-flagged events near GDANSK in February 2021.,False,6.090041999868845,0,False
B,What happened at SEGOT on 2021-02-03 in terms of vessel arrivals?,False,10.388125000190485,0,False
B,List AIS incident-like position jumps for MMSI events around 2021-01-01.,True,16.820542000004934,5,False
B,Give a port-day summary for LVVNT on 2021-01-02.,False,7.616041999881418,0,False
B,Were there unusual dwell-time outliers at LVVNT during January 2021?,True,8.864707999691745,5,False
B,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,False,9.220916999765905,0,False
B,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,True,7.849333000194747,5,False
B,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,False,7.51941699991221,5,False
B,Show representative tanker-related events for LVVNT around 2021-01-03.,False,8.155790999808232,0,False
C,How many tanker arrivals were recorded at LVVNT on 2021-01-01?,False,25.321916999928362,0,False
C,Describe vessel arrivals at Ventspils (LVVNT) on 2021-01-01 and mention dwell anomalies.,True,7.713874999808468,1,False
C,Was LUBECK busy in March 2022 based on arrivals and dwell?,False,7.127166999907786,0,False
C,Show anomaly-flagged events near GDANSK in February 2021.,False,5.7237500000155705,0,False
C,What happened at SEGOT on 2021-02-03 in terms of vessel arrivals?,False,9.888625000257889,0,False
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,True,16.192750000300293,5,False
C,Give a port-day summary for LVVNT on 2021-01-02.,False,7.485458000246581,0,False
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,True,12.085999999726482,4,False
C,Provide evidence about cargo ship traffic to LUBECK between 2021-01-01 and 2021-01-03.,False,7.403291999708017,0,False
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,True,8.927500000027067,4,False
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,True,8.16454200003136,5,False
C,Show representative tanker-related events for LVVNT around 2021-01-03.,False,8.717624999917462,0,False
